vehicle_id,date,mileage_km,cumulative_mileage_km,engine_hours,load_percentage,route_severity_score,route_severity_label,fault_count,fault_severity_score,operating_stress_index,days_since_last_service,last_service_mileage_km,service_type_last,breakdown_occurred,breakdown_type,data_quality_flag,scenario_tag,vehicle_type,mileage_score,engine_hour_score,load_score,route_severity_score_n,fault_score,service_wear_score,missing_service_history,mileage_score_raw,engine_hour_score_raw,load_score_raw,route_severity_score_n_raw,fault_score_raw,service_wear_score_raw,dcss,risk_level,dcss_delta,top_factors,weight_config,recommended_interval_days,recommended_maintenance_date,recommendation_urgency,recommendation_reason,recommended_by
VH-002,2024-10-08,240.08,85512.19,16.07,73.81,6.55,Medium,0,0.0,3.81,26.0,81108.39,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,56.0424,75.8929,73.8314,56.0143,25.2486,76.6667,False,80.02666666666667,80.35,73.81,65.5,0.0,86.66666666666667,54.3652,HIGH,0.3322,"[{""factor"": ""load_score"", ""sub_score"": 73.83, ""contribution"": 14.7663}, {""factor"": ""engine_hour_score"", ""sub_score"": 75.89, ""contribution"": 11.3839}, {""factor"": ""route_severity_score"", ""sub_score"": 56.01, ""contribution"": 11.2029}]",Default,8,2024-10-16,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-10-09,140.3,85652.49,14.52,79.75,3.37,Medium,1,4.96,5.23,27.0,81108.39,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,54.4576,74.6929,77.2371,52.5714,25.9,80.0,False,46.76666666666667,72.6,79.75,33.7,33.76,90.0,54.3814,HIGH,0.0162,"[{""factor"": ""load_score"", ""sub_score"": 77.24, ""contribution"": 15.4474}, {""factor"": ""engine_hour_score"", ""sub_score"": 74.69, ""contribution"": 11.2039}, {""factor"": ""route_severity_score"", ""sub_score"": 52.57, ""contribution"": 10.5143}]",Default,8,2024-10-17,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-10-10,191.55,85844.04,12.48,65.18,5.14,Medium,3,5.35,4.67,28.0,81108.39,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,54.6905,73.0714,75.5271,55.5429,28.18,83.3333,False,63.85000000000001,62.4,65.18,51.4,44.1,93.33333333333333,55.2644,HIGH,0.883,"[{""factor"": ""load_score"", ""sub_score"": 75.53, ""contribution"": 15.1054}, {""factor"": ""route_severity_score"", ""sub_score"": 55.54, ""contribution"": 11.1086}, {""factor"": ""engine_hour_score"", ""sub_score"": 73.07, ""contribution"": 10.9607}]",Default,8,2024-10-18,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-10-11,198.78,86042.82,15.05,69.52,4.07,Medium,0,0.0,6.48,29.0,81108.39,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,55.709,75.3429,74.4529,53.8714,23.1343,86.6667,False,66.25999999999999,75.25,69.52,40.7,0.0,96.66666666666667,53.8108,HIGH,-1.4536,"[{""factor"": ""load_score"", ""sub_score"": 74.45, ""contribution"": 14.8906}, {""factor"": ""engine_hour_score"", ""sub_score"": 75.34, ""contribution"": 11.3014}, {""factor"": ""route_severity_score"", ""sub_score"": 53.87, ""contribution"": 10.7743}]",Default,8,2024-10-19,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-10-12,175.71,86218.54,14.24,79.56,7.4,High,0,0.0,5.38,30.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,56.71,74.2429,76.4429,55.9571,18.5371,90.0,False,58.57,71.2,79.56,74.0,0.0,100.0,53.3486,HIGH,-0.4622,"[{""factor"": ""load_score"", ""sub_score"": 76.44, ""contribution"": 15.2886}, {""factor"": ""route_severity_score"", ""sub_score"": 55.96, ""contribution"": 11.1914}, {""factor"": ""engine_hour_score"", ""sub_score"": 74.24, ""contribution"": 11.1364}]",Default,8,2024-10-20,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-10-13,196.09,86414.63,17.11,60.73,1.13,Low,0,0.0,0.0,1.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,59.9981,74.0429,70.8329,46.5,15.72,79.0476,False,65.36333333333334,85.55,60.73,11.299999999999999,0.0,3.3333333333333335,49.2412,NORMAL,-4.1074,"[{""factor"": ""load_score"", ""sub_score"": 70.83, ""contribution"": 14.1666}, {""factor"": ""engine_hour_score"", ""sub_score"": 74.04, ""contribution"": 11.1064}, {""factor"": ""route_severity_score"", ""sub_score"": 46.5, ""contribution"": 9.3}]",Default,30,2024-11-12,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-14,217.52,86632.15,8.61,90.79,0.51,Low,0,0.0,4.95,2.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,64.7633,70.0571,74.1914,40.2429,11.1229,68.0952,False,72.50666666666667,43.05,90.79,5.1000000000000005,0.0,6.666666666666667,46.6134,NORMAL,-2.6278,"[{""factor"": ""load_score"", ""sub_score"": 74.19, ""contribution"": 14.8383}, {""factor"": ""engine_hour_score"", ""sub_score"": 70.06, ""contribution"": 10.5086}, {""factor"": ""route_severity_score"", ""sub_score"": 40.24, ""contribution"": 8.0486}]",Default,30,2024-11-13,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-15,163.53,86795.68,16.32,73.46,6.8,High,0,0.0,2.62,3.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,61.1181,70.2357,74.1414,40.6,11.1229,57.1429,False,54.510000000000005,81.60000000000001,73.46,68.0,0.0,10.0,45.7895,NORMAL,-0.8239,"[{""factor"": ""load_score"", ""sub_score"": 74.14, ""contribution"": 14.8283}, {""factor"": ""engine_hour_score"", ""sub_score"": 70.24, ""contribution"": 10.5354}, {""factor"": ""route_severity_score"", ""sub_score"": 40.6, ""contribution"": 8.12}]",Default,30,2024-11-14,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-16,146.16,86941.84,10.39,38.18,6.76,High,3,7.05,2.67,4.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,61.3971,67.2857,68.2029,45.4429,14.0571,46.1905,False,48.72,51.95000000000001,38.18,67.6,54.3,13.333333333333334,45.4884,NORMAL,-0.3011,"[{""factor"": ""load_score"", ""sub_score"": 68.2, ""contribution"": 13.6406}, {""factor"": ""engine_hour_score"", ""sub_score"": 67.29, ""contribution"": 10.0929}, {""factor"": ""route_severity_score"", ""sub_score"": 45.44, ""contribution"": 9.0886}]",Default,30,2024-11-15,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-17,180.3,87122.14,13.17,38.75,4.15,Medium,2,5.4,5.06,5.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,60.8614,67.7786,64.4271,44.0286,13.5286,35.2381,False,60.10000000000001,65.85,38.75,41.5,40.4,16.666666666666664,43.7646,NORMAL,-1.7238,"[{""factor"": ""load_score"", ""sub_score"": 64.43, ""contribution"": 12.8854}, {""factor"": ""engine_hour_score"", ""sub_score"": 67.78, ""contribution"": 10.1668}, {""factor"": ""route_severity_score"", ""sub_score"": 44.03, ""contribution"": 8.8057}]",Default,30,2024-11-16,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-18,154.13,87276.27,14.17,72.76,4.31,Medium,1,4.42,5.94,6.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,58.7352,67.15,64.89,44.3714,17.8886,24.2857,False,51.37666666666667,70.85000000000001,72.76,43.099999999999994,30.519999999999996,20.0,44.3792,NORMAL,0.6146,"[{""factor"": ""load_score"", ""sub_score"": 64.89, ""contribution"": 12.978}, {""factor"": ""engine_hour_score"", ""sub_score"": 67.15, ""contribution"": 10.0725}, {""factor"": ""route_severity_score"", ""sub_score"": 44.37, ""contribution"": 8.8743}]",Default,30,2024-11-17,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-19,195.32,87471.58,9.9,60.38,3.84,Medium,0,0.0,5.34,7.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,59.669,64.05,62.15,39.2857,17.8886,13.3333,False,65.10666666666667,49.5,60.38,38.4,0.0,23.333333333333332,41.8948,NORMAL,-2.4844,"[{""factor"": ""load_score"", ""sub_score"": 62.15, ""contribution"": 12.43}, {""factor"": ""engine_hour_score"", ""sub_score"": 64.05, ""contribution"": 9.6075}, {""factor"": ""route_severity_score"", ""sub_score"": 39.29, ""contribution"": 7.8571}]",Default,30,2024-11-18,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-20,140.25,87611.84,12.26,62.3,8.29,High,0,0.0,2.85,8.0,86218.54,MINOR,0,,,NORMAL,HAUL_TRUCK,57.01,60.5857,62.3743,49.5143,17.8886,16.6667,False,46.75,61.3,62.3,82.89999999999999,0.0,26.666666666666668,43.3665,NORMAL,1.4717,"[{""factor"": ""load_score"", ""sub_score"": 62.37, ""contribution"": 12.4749}, {""factor"": ""route_severity_score"", ""sub_score"": 49.51, ""contribution"": 9.9029}, {""factor"": ""engine_hour_score"", ""sub_score"": 60.59, ""contribution"": 9.0879}]",Default,30,2024-11-19,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-21,165.93,87777.77,18.6,54.56,5.7,Medium,0,0.0,4.71,9.0,87777.77,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,54.5533,67.7214,57.1986,56.9286,17.8886,20.0,False,55.31,93.0,54.56,57.00000000000001,0.0,30.0,44.8056,NORMAL,1.4391,"[{""factor"": ""load_score"", ""sub_score"": 57.2, ""contribution"": 11.4397}, {""factor"": ""route_severity_score"", ""sub_score"": 56.93, ""contribution"": 11.3857}, {""factor"": ""engine_hour_score"", ""sub_score"": 67.72, ""contribution"": 10.1582}]",Default,30,2024-11-20,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-22,168.86,87946.62,9.38,58.82,3.71,Medium,0,0.0,6.68,1.0,87777.77,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,54.8071,62.7643,55.1071,52.5143,17.8886,19.0476,False,56.286666666666676,46.900000000000006,58.82,37.1,0.0,3.3333333333333335,42.7386,NORMAL,-2.067,"[{""factor"": ""load_score"", ""sub_score"": 55.11, ""contribution"": 11.0214}, {""factor"": ""route_severity_score"", ""sub_score"": 52.51, ""contribution"": 10.5029}, {""factor"": ""engine_hour_score"", ""sub_score"": 62.76, ""contribution"": 9.4146}]",Default,30,2024-11-21,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-23,197.23,88143.85,17.1,71.4,2.51,Low,1,0.0,5.22,2.0,87777.77,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,57.239,67.5571,59.8529,46.4429,10.7029,18.0952,False,65.74333333333333,85.50000000000001,71.4,25.1,4.0,6.666666666666667,41.2323,NORMAL,-1.5063,"[{""factor"": ""load_score"", ""sub_score"": 59.85, ""contribution"": 11.9706}, {""factor"": ""engine_hour_score"", ""sub_score"": 67.56, ""contribution"": 10.1336}, {""factor"": ""route_severity_score"", ""sub_score"": 46.44, ""contribution"": 9.2886}]",Default,30,2024-11-22,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-24,179.68,88323.54,13.86,45.37,9.64,Extreme,1,5.73,4.72,3.0,87777.77,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,57.2095,68.05,60.7986,54.2857,10.4143,17.1429,False,59.89333333333333,69.3,45.37,96.4,38.38,10.0,42.9267,NORMAL,1.6944,"[{""factor"": ""load_score"", ""sub_score"": 60.8, ""contribution"": 12.1597}, {""factor"": ""route_severity_score"", ""sub_score"": 54.29, ""contribution"": 10.8571}, {""factor"": ""engine_hour_score"", ""sub_score"": 68.05, ""contribution"": 10.2075}]",Default,30,2024-11-23,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-25,187.81,88511.35,16.38,100.0,4.53,Medium,1,1.74,2.89,4.0,87777.77,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,58.8133,69.6286,64.69,54.6,8.1171,16.1905,False,62.60333333333333,81.89999999999999,100.0,45.300000000000004,14.44,13.333333333333334,43.4283,NORMAL,0.5016,"[{""factor"": ""load_score"", ""sub_score"": 64.69, ""contribution"": 12.938}, {""factor"": ""route_severity_score"", ""sub_score"": 54.6, ""contribution"": 10.92}, {""factor"": ""engine_hour_score"", ""sub_score"": 69.63, ""contribution"": 10.4443}]",Default,30,2024-11-24,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-26,166.56,88677.9,15.53,88.56,4.56,Medium,0,0.0,2.55,5.0,87777.77,EMERGENCY,0,,,NORMAL,HAUL_TRUCK,57.4438,73.65,68.7157,55.6286,8.1171,15.2381,False,55.52,77.64999999999999,88.56,45.599999999999994,0.0,16.666666666666664,44.8578,NORMAL,1.4295,"[{""factor"": ""load_score"", ""sub_score"": 68.72, ""contribution"": 13.7431}, {""factor"": ""route_severity_score"", ""sub_score"": 55.63, ""contribution"": 11.1257}, {""factor"": ""engine_hour_score"", ""sub_score"": 73.65, ""contribution"": 11.0475}]",Default,30,2024-11-25,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-27,191.5,88869.4,20.91,100.0,3.44,Medium,1,5.92,6.22,6.0,87777.77,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,59.8843,79.1786,74.1014,48.7,13.7629,14.2857,False,63.83333333333333,100.0,100.0,34.4,39.519999999999996,20.0,47.2687,NORMAL,2.4109,"[{""factor"": ""load_score"", ""sub_score"": 74.1, ""contribution"": 14.8203}, {""factor"": ""engine_hour_score"", ""sub_score"": 79.18, ""contribution"": 11.8768}, {""factor"": ""route_severity_score"", ""sub_score"": 48.7, ""contribution"": 9.74}]",Default,30,2024-11-26,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-28,166.2,89035.6,17.27,71.96,4.0,Medium,0,0.0,5.61,7.0,87777.77,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,59.8971,78.2286,76.5871,46.2714,13.7629,13.3333,False,55.39999999999999,86.35,71.96,40.0,0.0,23.333333333333332,47.0912,NORMAL,-0.1775,"[{""factor"": ""load_score"", ""sub_score"": 76.59, ""contribution"": 15.3174}, {""factor"": ""engine_hour_score"", ""sub_score"": 78.23, ""contribution"": 11.7343}, {""factor"": ""route_severity_score"", ""sub_score"": 46.27, ""contribution"": 9.2543}]",Default,30,2024-11-27,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-29,146.6,89182.2,16.23,86.58,5.26,Medium,0,0.0,5.87,8.0,89182.2,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,58.8371,83.1214,80.5529,48.4857,13.7629,16.6667,False,48.86666666666667,81.15,86.58,52.6,0.0,26.666666666666668,49.1218,NORMAL,2.0306,"[{""factor"": ""load_score"", ""sub_score"": 80.55, ""contribution"": 16.1106}, {""factor"": ""engine_hour_score"", ""sub_score"": 83.12, ""contribution"": 12.4682}, {""factor"": ""route_severity_score"", ""sub_score"": 48.49, ""contribution"": 9.6971}]",Default,30,2024-11-28,ROUTINE,"NORMAL risk: DCSS in [25, 50). Standard 30-day maintenance interval.",prototype
VH-002,2024-10-30,158.08,89340.28,18.84,100.0,6.03,Medium,0,0.0,7.41,1.0,89182.2,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,56.9729,84.3643,84.6386,53.5143,13.1914,16.1905,False,52.693333333333335,94.19999999999999,100.0,60.3,0.0,3.3333333333333335,50.7495,HIGH,1.6277,"[{""factor"": ""load_score"", ""sub_score"": 84.64, ""contribution"": 16.9277}, {""factor"": ""engine_hour_score"", ""sub_score"": 84.36, ""contribution"": 12.6546}, {""factor"": ""route_severity_score"", ""sub_score"": 53.51, ""contribution"": 10.7029}]",Default,8,2024-11-07,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-10-31,156.97,89497.25,20.22,100.0,9.22,High,4,5.81,6.18,2.0,89182.2,EMERGENCY,1,DRIVETRAIN,,DISRUPTION,HAUL_TRUCK,55.8914,88.75,92.4429,52.9143,14.9743,15.7143,False,52.32333333333333,100.0,100.0,92.2,50.86,6.666666666666667,53.2511,HIGH,2.5016,"[{""factor"": ""load_score"", ""sub_score"": 92.44, ""contribution"": 18.4886}, {""factor"": ""engine_hour_score"", ""sub_score"": 88.75, ""contribution"": 13.3125}, {""factor"": ""route_severity_score"", ""sub_score"": 52.91, ""contribution"": 10.5829}]",Default,8,2024-11-08,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-01,199.74,89696.99,15.95,69.32,8.07,High,1,7.36,7.19,3.0,89182.2,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,56.4595,88.4429,88.06,57.9714,19.7914,15.2381,False,66.58000000000001,79.75,69.32,80.7,48.16000000000001,10.0,54.818,HIGH,1.5669,"[{""factor"": ""load_score"", ""sub_score"": 88.06, ""contribution"": 17.612}, {""factor"": ""engine_hour_score"", ""sub_score"": 88.44, ""contribution"": 13.2664}, {""factor"": ""route_severity_score"", ""sub_score"": 57.97, ""contribution"": 11.5943}]",Default,8,2024-11-09,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-02,126.63,89823.62,19.79,100.0,7.78,High,4,5.8,6.39,4.0,89182.2,EMERGENCY,1,ENGINE,,DISRUPTION,HAUL_TRUCK,54.5581,91.4857,89.6943,62.5714,27.0486,14.7619,False,42.21,98.94999999999999,100.0,77.8,50.8,13.333333333333334,58.4845,HIGH,3.6665,"[{""factor"": ""load_score"", ""sub_score"": 89.69, ""contribution"": 17.9389}, {""factor"": ""engine_hour_score"", ""sub_score"": 91.49, ""contribution"": 13.7229}, {""factor"": ""route_severity_score"", ""sub_score"": 62.57, ""contribution"": 12.5143}]",Default,8,2024-11-10,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-03,168.86,89992.48,22.21,67.83,5.88,Medium,2,5.72,6.12,5.0,89182.2,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,53.48,91.4857,85.0986,66.0571,27.4486,14.2857,False,56.286666666666676,100.0,67.83,58.8,42.32,16.666666666666664,58.2509,HIGH,-0.2336,"[{""factor"": ""load_score"", ""sub_score"": 85.1, ""contribution"": 17.0197}, {""factor"": ""engine_hour_score"", ""sub_score"": 91.49, ""contribution"": 13.7229}, {""factor"": ""route_severity_score"", ""sub_score"": 66.06, ""contribution"": 13.2114}]",Default,8,2024-11-11,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-04,107.8,90100.28,17.74,88.13,7.88,High,1,6.09,5.89,6.0,89182.2,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,50.699,91.8214,87.4086,71.6,33.24,13.8095,False,35.93333333333334,88.69999999999999,88.13,78.8,40.540000000000006,20.0,61.3073,HIGH,3.0564,"[{""factor"": ""load_score"", ""sub_score"": 87.41, ""contribution"": 17.4817}, {""factor"": ""route_severity_score"", ""sub_score"": 71.6, ""contribution"": 14.32}, {""factor"": ""engine_hour_score"", ""sub_score"": 91.82, ""contribution"": 13.7732}]",Default,8,2024-11-12,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-05,115.28,90215.56,17.01,77.13,10.0,Extreme,1,5.15,6.08,7.0,89182.2,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,49.2076,92.3786,86.0586,78.3714,38.2257,13.3333,False,38.42666666666666,85.05,77.13,100.0,34.900000000000006,23.333333333333332,63.7979,HIGH,2.4906,"[{""factor"": ""load_score"", ""sub_score"": 86.06, ""contribution"": 17.2117}, {""factor"": ""route_severity_score"", ""sub_score"": 78.37, ""contribution"": 15.6743}, {""factor"": ""engine_hour_score"", ""sub_score"": 92.38, ""contribution"": 13.8568}]",Default,8,2024-11-13,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-06,104.49,90320.06,17.87,71.44,8.85,High,0,0.0,4.73,8.0,90320.06,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,46.6557,91.6857,81.9786,82.4,38.2257,16.6667,False,34.83,89.35000000000001,71.44,88.5,0.0,26.666666666666668,63.5952,HIGH,-0.2027,"[{""factor"": ""route_severity_score"", ""sub_score"": 82.4, ""contribution"": 16.48}, {""factor"": ""load_score"", ""sub_score"": 81.98, ""contribution"": 16.3957}, {""factor"": ""engine_hour_score"", ""sub_score"": 91.69, ""contribution"": 13.7529}]",Default,8,2024-11-14,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-07,103.54,90423.6,20.98,67.28,9.02,High,0,0.0,4.63,1.0,90423.6,EMERGENCY,0,,INVALID_LOAD,DISRUPTION,HAUL_TRUCK,44.1114,91.6857,77.3043,82.1143,30.96,16.1905,False,34.513333333333335,100.0,67.28,90.19999999999999,0.0,3.3333333333333335,60.1452,HIGH,-3.45,"[{""factor"": ""route_severity_score"", ""sub_score"": 82.11, ""contribution"": 16.4229}, {""factor"": ""load_score"", ""sub_score"": 77.3, ""contribution"": 15.4609}, {""factor"": ""engine_hour_score"", ""sub_score"": 91.69, ""contribution"": 13.7529}]",Default,8,2024-11-15,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-08,169.41,90593.01,16.85,100.0,9.4,High,2,6.8,5.03,1.0,90423.6,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,42.6671,92.3286,81.6871,84.0143,31.0514,15.2381,False,56.47,84.25,100.0,94.0,48.8,3.3333333333333335,61.3336,HIGH,1.1884,"[{""factor"": ""route_severity_score"", ""sub_score"": 84.01, ""contribution"": 16.8029}, {""factor"": ""load_score"", ""sub_score"": 81.69, ""contribution"": 16.3374}, {""factor"": ""engine_hour_score"", ""sub_score"": 92.33, ""contribution"": 13.8493}]",Default,8,2024-11-16,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-09,153.76,90746.77,19.68,100.0,7.35,High,0,0.0,3.82,2.0,90423.6,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,43.959,92.25,81.6871,83.4,23.7943,14.2857,False,51.25333333333333,98.4,100.0,73.5,0.0,6.666666666666667,59.1034,HIGH,-2.2302,"[{""factor"": ""route_severity_score"", ""sub_score"": 83.4, ""contribution"": 16.68}, {""factor"": ""load_score"", ""sub_score"": 81.69, ""contribution"": 16.3374}, {""factor"": ""engine_hour_score"", ""sub_score"": 92.25, ""contribution"": 13.8375}]",Default,8,2024-11-17,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-10,191.49,90938.26,21.97,100.0,5.71,Medium,0,0.0,5.03,3.0,90423.6,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,45.0367,92.25,86.2829,83.1571,17.7486,13.3333,False,63.83,100.0,100.0,57.099999999999994,0.0,10.0,58.2204,HIGH,-0.883,"[{""factor"": ""load_score"", ""sub_score"": 86.28, ""contribution"": 17.2566}, {""factor"": ""route_severity_score"", ""sub_score"": 83.16, ""contribution"": 16.6314}, {""factor"": ""engine_hour_score"", ""sub_score"": 92.25, ""contribution"": 13.8375}]",Default,8,2024-11-18,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-11,220.15,91158.41,20.28,100.0,8.57,High,0,0.0,7.2,4.0,91158.41,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,50.3867,93.8643,87.9786,84.1429,11.9571,12.381,False,73.38333333333334,100.0,100.0,85.7,0.0,13.333333333333334,57.7488,HIGH,-0.4716,"[{""factor"": ""load_score"", ""sub_score"": 87.98, ""contribution"": 17.5957}, {""factor"": ""route_severity_score"", ""sub_score"": 84.14, ""contribution"": 16.8286}, {""factor"": ""engine_hour_score"", ""sub_score"": 93.86, ""contribution"": 14.0796}]",Default,8,2024-11-19,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-12,172.59,91331.0,18.06,83.39,9.37,High,1,5.48,8.28,1.0,91158.41,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,53.1157,94.6143,88.8729,83.2429,12.24,9.5238,False,57.53,90.3,83.39,93.69999999999999,36.88,3.3333333333333335,58.0751,HIGH,0.3263,"[{""factor"": ""load_score"", ""sub_score"": 88.87, ""contribution"": 17.7746}, {""factor"": ""route_severity_score"", ""sub_score"": 83.24, ""contribution"": 16.6486}, {""factor"": ""engine_hour_score"", ""sub_score"": 94.61, ""contribution"": 14.1921}]",Default,8,2024-11-20,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
VH-002,2024-11-13,144.85,91475.84,22.71,85.03,6.68,High,1,7.57,5.6,2.0,91158.41,EMERGENCY,0,,,DISRUPTION,HAUL_TRUCK,55.0376,96.1357,90.8143,80.1429,19.3,6.6667,False,48.28333333333333,100.0,85.03,66.8,49.42,6.666666666666667,60.2389,HIGH,2.1638,"[{""factor"": ""load_score"", ""sub_score"": 90.81, ""contribution"": 18.1629}, {""factor"": ""route_severity_score"", ""sub_score"": 80.14, ""contribution"": 16.0286}, {""factor"": ""engine_hour_score"", ""sub_score"": 96.14, ""contribution"": 14.4204}]",Default,8,2024-11-21,URGENT,"HIGH risk: DCSS in [50, 75). Accelerated service in 8 day(s); high-risk cadence is capped at 15 days for harsh-duty operation.",prototype
