vehicle_id,date,mileage_km,cumulative_mileage_km,engine_hours,load_percentage,route_severity_score,route_severity_label,fault_count,fault_severity_score,operating_stress_index,days_since_last_service,last_service_mileage_km,service_type_last,breakdown_occurred,breakdown_type,data_quality_flag,scenario_tag
VH-010,2024-10-16,195.55,98306.16,9.87,53.54,3.53,Medium,2.0,4.17,4.79,14.0,95580.55,EMERGENCY,0,,,NORMAL
VH-010,2024-10-17,189.99,98496.14,15.12,100.0,6.54,Medium,0.0,0.0,3.8,15.0,95580.55,EMERGENCY,0,,,NORMAL
VH-010,2024-10-18,121.85,98618.0,13.91,57.61,10.0,Extreme,1.0,1.92,6.38,16.0,95580.55,EMERGENCY,1,ENGINE,,NORMAL
VH-010,2024-10-19,159.99,98777.99,,63.69,3.52,Medium,2.0,4.83,6.45,17.0,95580.55,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-010,2024-10-20,223.92,99001.91,10.8,-2.464056458187553,6.28,Medium,1.0,5.36,6.8,18.0,95580.55,EMERGENCY,1,DRIVETRAIN,INVALID_LOAD,NORMAL
VH-010,2024-10-21,193.69,99195.6,13.11,73.95,4.28,Medium,1.0,3.89,5.42,19.0,95580.55,EMERGENCY,0,,,NORMAL
VH-010,2024-10-22,218.29,99413.89,13.6,75.79,1.57,Low,2.0,3.96,2.95,20.0,95580.55,EMERGENCY,0,,,NORMAL
VH-010,2024-10-23,187.68,99601.57,12.91,53.76,3.3,Low,0.0,0.0,5.73,21.0,95580.55,EMERGENCY,0,,,NORMAL
VH-010,2024-10-24,196.97,99798.54,13.41,72.99,8.18,High,1.0,7.1,5.93,22.0,95580.55,EMERGENCY,0,,,NORMAL
VH-010,2024-10-25,189.47,99988.0,15.37,86.46,0.43,Low,1.0,6.15,6.93,23.0,95580.55,EMERGENCY,0,,,NORMAL
VH-010,2024-10-26,196.75,100184.75,11.24,92.6,1.71,Low,1.0,3.31,6.63,24.0,95580.55,EMERGENCY,0,,,NORMAL
VH-010,2024-10-27,100.65,100285.4,17.86,74.32,5.58,Medium,2.0,3.53,6.17,25.0,95580.55,EMERGENCY,1,DRIVETRAIN,,DISRUPTION
VH-010,2024-10-28,156.59,100441.99,15.96,88.19,8.28,High,1.0,5.47,6.1,26.0,95580.55,EMERGENCY,0,,,DISRUPTION
VH-010,2024-10-29,158.7,100600.69,22.87,89.17,8.07,High,1.0,2.24,4.44,27.0,95580.55,EMERGENCY,1,ENGINE,,DISRUPTION
VH-010,2024-10-30,150.68,100751.37,17.68,59.84,9.34,High,5.0,6.55,5.59,28.0,95580.55,EMERGENCY,0,,,DISRUPTION
VH-010,2024-10-31,175.97,100927.34,20.95,93.72,5.96,Medium,5.0,4.32,4.54,29.0,95580.55,EMERGENCY,1,BRAKE,,DISRUPTION
VH-010,2024-11-01,176.82,101104.16,18.5,100.0,5.18,Medium,0.0,0.0,6.45,30.0,101104.16,MINOR,0,,,DISRUPTION
VH-010,2024-11-02,168.5,101272.65,17.69,90.8,10.0,Extreme,1.0,5.53,3.71,1.0,101104.16,MINOR,0,,,DISRUPTION
VH-010,2024-11-03,206.02,101478.67,16.01,81.51,9.41,High,1.0,5.36,1.34,2.0,101104.16,MINOR,0,,,DISRUPTION
VH-010,2024-11-04,103.39,101582.06,17.24,90.49,7.22,High,0.0,0.0,5.56,3.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-05,219.21,101801.28,20.01,98.23,7.12,High,0.0,0.0,4.32,1.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-06,109.39,101910.67,14.3,57.21,8.36,High,1.0,4.99,5.79,2.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-07,190.39,102101.05,19.26,93.33,7.32,High,0.0,0.0,4.09,3.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-08,117.7,102218.75,17.63,100.0,3.39,Medium,3.0,7.46,9.39,4.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-09,154.64,102373.39,15.93,78.6,8.07,High,3.0,5.78,2.88,5.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-10,116.78,102490.17,17.32,77.27,4.81,Medium,3.0,5.56,5.49,6.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-11,156.2,102646.37,20.86,75.26,6.75,High,1.0,6.05,2.16,7.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-12,159.98,102806.35,19.97,96.4,6.99,High,1.0,5.22,7.01,8.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-13,153.13,102959.48,15.49,,8.78,High,2.0,5.41,6.53,9.0,101582.06,EMERGENCY,0,,MISSING_LOAD,DISRUPTION
VH-010,2024-11-14,249.89,103209.37,,58.38,7.5,High,7.0,6.93,3.08,10.0,101582.06,EMERGENCY,1,ENGINE,MISSING_ENGINE_HOURS,DISRUPTION
VH-010,2024-11-15,133.28,103342.64,16.4,68.5,8.33,High,1.0,4.5,3.05,11.0,101582.06,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-16,169.61,103512.25,15.19,86.67,7.23,High,5.0,5.16,3.83,12.0,101582.06,EMERGENCY,1,ENGINE,,DISRUPTION
VH-010,2024-11-17,107.2,103619.45,17.22,85.78,9.33,High,1.0,6.9,3.5,13.0,101582.06,EMERGENCY,1,ENGINE,,DISRUPTION
VH-010,2024-11-18,182.45,103801.9,20.07,80.39,7.51,High,4.0,5.49,2.16,14.0,101582.06,EMERGENCY,1,DRIVETRAIN,,DISRUPTION
VH-010,2024-11-19,229.6,104031.5,19.14,100.0,4.92,Medium,6.0,7.82,6.05,15.0,101582.06,EMERGENCY,1,DRIVETRAIN,,DISRUPTION
VH-010,2024-11-20,129.47,104160.97,17.35,91.3,7.57,High,3.0,7.66,6.33,16.0,101582.06,EMERGENCY,1,DRIVETRAIN,,DISRUPTION
VH-010,2024-11-21,128.95,104289.92,16.26,98.02,8.04,High,0.0,0.0,5.82,17.0,104289.92,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-22,119.19,104409.12,16.25,82.51,6.29,Medium,2.0,6.97,7.26,1.0,104289.92,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-23,209.18,104618.3,22.58,74.34,6.06,Medium,2.0,7.7,3.97,2.0,104289.92,EMERGENCY,1,ENGINE,,DISRUPTION
VH-010,2024-11-24,217.62,104835.92,18.58,92.35,5.54,Medium,2.0,2.8,6.15,3.0,104289.92,EMERGENCY,0,,,DISRUPTION
VH-010,2024-11-25,222.75,105058.67,20.27,80.36,10.0,Extreme,2.0,7.55,7.66,4.0,104289.92,EMERGENCY,1,DRIVETRAIN,,DISRUPTION
VH-010,2024-11-26,192.79,105251.46,12.26,73.29,5.9,Medium,0.0,0.0,4.38,5.0,104289.92,EMERGENCY,0,,,NORMAL
VH-010,2024-11-27,193.14,105444.59,16.39,87.85,5.54,Medium,0.0,0.0,6.8,6.0,105444.59,EMERGENCY,0,,,NORMAL
VH-010,2024-11-28,163.99,105608.59,15.88,57.27,0.5,Low,0.0,0.0,6.78,1.0,105444.59,EMERGENCY,0,,,NORMAL
VH-010,2024-11-29,241.44,105850.03,13.08,62.58,2.43,Low,0.0,0.0,3.32,2.0,105444.59,EMERGENCY,0,,,NORMAL
VH-010,2024-11-30,253.96,106103.99,14.44,74.55,6.14,Medium,1.0,1.04,4.99,3.0,105444.59,EMERGENCY,0,,,NORMAL
VH-010,2024-12-01,205.03,106309.02,12.64,65.85,4.19,Medium,0.0,0.0,6.18,4.0,105444.59,EMERGENCY,0,,,NORMAL
VH-010,2024-12-02,235.14,106544.17,18.04,71.82,2.4,Low,0.0,0.0,4.06,5.0,105444.59,EMERGENCY,0,,,NORMAL
VH-010,2024-12-03,193.35,106737.52,11.31,47.57,2.47,Low,1.0,1.82,4.34,6.0,105444.59,EMERGENCY,0,,,NORMAL
VH-010,2024-12-04,207.48,106945.0,20.57,95.05,6.53,Medium,1.0,4.31,4.87,7.0,105444.59,EMERGENCY,0,,,NORMAL
VH-010,2024-12-05,134.93,107079.92,20.59,71.25,8.36,High,0.0,0.0,6.22,8.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-06,170.59,107250.52,16.61,,0.7,Low,1.0,5.67,5.14,1.0,107079.92,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-010,2024-12-07,253.53,107504.05,10.05,60.33,1.96,Low,0.0,0.0,6.11,2.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-08,220.54,107724.59,16.59,56.66,3.93,Medium,1.0,4.37,5.36,3.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-09,149.67,107874.26,10.98,76.37,4.49,Medium,1.0,4.39,5.16,4.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-10,231.15,108105.41,16.29,84.16,4.3,Medium,0.0,0.0,3.24,5.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-11,178.68,108284.09,11.53,100.0,5.49,Medium,0.0,0.0,5.43,6.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-12,240.23,108524.32,17.96,43.94,6.25,Medium,0.0,0.0,5.46,7.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-13,149.24,108673.56,10.77,82.95,5.44,Medium,1.0,6.88,7.02,8.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-14,131.13,108804.69,15.85,70.18,6.43,Medium,1.0,3.91,6.43,9.0,107079.92,EMERGENCY,1,ENGINE,,NORMAL
VH-010,2024-12-15,223.75,109028.44,16.56,73.52,3.49,Medium,0.0,0.0,3.36,10.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-16,140.14,109168.57,18.93,91.5,2.37,Low,0.0,0.0,7.72,11.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-17,180.7,109349.27,13.78,43.11,2.44,Low,2.0,5.73,4.7,12.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-18,179.41,109528.68,12.11,83.34,1.94,Low,2.0,6.27,3.05,13.0,107079.92,EMERGENCY,1,ENGINE,,NORMAL
VH-010,2024-12-19,176.0,109704.68,11.0,64.51,3.1,Low,0.0,0.0,4.83,14.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-20,184.96,109889.64,12.69,42.43,2.36,Low,2.0,3.5,4.5,15.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-21,223.8,110113.44,13.44,71.96,6.7,High,2.0,6.53,6.06,16.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-22,235.8,110349.24,16.45,77.88,1.18,Low,1.0,4.65,6.32,17.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-23,201.6,110550.84,13.77,48.01,6.14,Medium,0.0,0.0,7.21,18.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-24,209.04,110759.88,13.14,82.81,4.11,Medium,0.0,0.0,5.1,19.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-25,195.95,110955.83,10.5,52.71,7.14,High,1.0,7.01,2.72,20.0,107079.92,EMERGENCY,1,DRIVETRAIN,,NORMAL
VH-010,2024-12-26,143.53,111099.36,17.82,60.01,7.19,High,1.0,4.35,5.02,21.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-27,231.34,111330.7,14.1,59.31,4.17,Medium,1.0,5.08,3.42,22.0,107079.92,EMERGENCY,1,DRIVETRAIN,,NORMAL
VH-010,2024-12-28,200.75,111531.46,15.11,57.24,4.96,Medium,1.0,6.0,3.87,23.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-29,179.91,111711.37,14.21,73.57,6.91,High,1.0,4.35,3.56,24.0,107079.92,EMERGENCY,0,,,NORMAL
VH-010,2024-12-30,146.67,111858.04,15.94,50.73,1.75,Low,2.0,1.84,3.67,25.0,107079.92,EMERGENCY,0,,,NORMAL
VH-011,2024-01-01,179.05,22967.85,13.27,,3.0,Low,1.0,3.47,6.84,10.0,21561.51,MAJOR,0,,MISSING_LOAD,NORMAL
VH-011,2024-01-02,227.59,23195.44,14.88,86.51,4.32,Medium,0.0,0.0,5.91,11.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-03,159.91,23355.35,12.2,52.64,5.47,Medium,0.0,0.0,5.65,1.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-04,198.07,23553.42,17.09,84.92,6.16,Medium,0.0,0.0,5.25,2.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-05,178.35,23731.77,11.8,69.79,2.4,Low,0.0,0.0,3.36,3.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-06,107.9,23839.67,8.27,66.69,2.91,Low,2.0,3.3,6.16,4.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-07,187.83,24027.5,16.42,96.6,2.93,Low,0.0,0.0,5.96,5.0,23195.44,EMERGENCY,0,,DUPLICATE_RECORD,NORMAL
VH-011,2024-01-08,158.59,24186.09,19.95,67.94,5.41,Medium,1.0,5.23,6.64,6.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-09,203.43,24389.52,15.73,73.24,0.55,Low,0.0,0.0,4.88,7.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-10,207.23,24596.76,13.97,53.18,7.44,High,0.0,0.0,4.5,8.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-11,270.04,24866.8,12.82,,4.74,Medium,2.0,4.19,3.87,9.0,23195.44,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-011,2024-01-12,128.67,24995.47,10.1,63.22,6.46,Medium,0.0,0.0,5.23,10.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-13,138.37,25133.84,15.01,73.14,7.34,High,1.0,6.42,5.74,11.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-14,225.3,25359.14,13.5,75.68,4.76,Medium,2.0,2.27,3.9,12.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-15,154.64,25513.78,14.48,33.94,7.28,High,2.0,7.48,4.82,13.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-16,202.81,25716.59,15.07,,4.56,Medium,2.0,3.53,3.35,14.0,23195.44,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-011,2024-01-17,185.24,25901.83,17.19,62.54,7.01,High,0.0,0.0,3.63,15.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-18,237.34,26139.17,16.45,64.88,5.71,Medium,0.0,0.0,2.62,16.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-19,269.61,26408.79,11.16,61.4,8.82,High,1.0,5.55,4.41,17.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-20,232.96,26641.74,14.17,60.72,2.83,Low,1.0,5.61,5.39,18.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-21,115.03,26756.78,14.45,84.71,2.29,Low,0.0,0.0,2.34,19.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-22,210.48,26967.26,9.78,64.82,3.36,Medium,1.0,1.39,4.94,20.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-23,85.37,27052.63,13.02,73.06,2.33,Low,0.0,0.0,6.46,21.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-24,249.02,27301.65,15.91,74.57,5.05,Medium,2.0,4.15,5.88,22.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-25,152.65,27454.31,10.34,76.01,6.94,High,0.0,0.0,6.59,23.0,23195.44,EMERGENCY,0,,,NORMAL
VH-011,2024-01-26,240.02,27391.135996891302,17.34,63.03,9.82,Extreme,0.0,0.0,4.25,24.0,27694.33,EMERGENCY,0,,INVALID_MILEAGE,NORMAL
VH-011,2024-01-27,175.54,27869.87,15.75,63.09,4.53,Medium,0.0,0.0,4.96,1.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-01-28,208.91,28078.77,12.05,40.88,5.47,Medium,0.0,0.0,6.44,2.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-01-29,159.62,28238.39,11.58,82.37,5.3,Medium,0.0,0.0,5.24,3.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-01-30,163.24,28401.63,16.92,67.75,1.99,Low,,0.0,3.88,4.0,27694.33,EMERGENCY,0,,MISSING_FAULT_INFO,NORMAL
VH-011,2024-01-31,236.82,28638.46,11.57,64.68,6.26,Medium,3.0,4.0,7.13,5.0,27694.33,EMERGENCY,1,ENGINE,,NORMAL
VH-011,2024-02-01,139.95,28778.4,17.49,69.02,2.61,Low,0.0,0.0,3.95,6.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-02,262.52,29040.92,18.53,63.2,1.35,Low,1.0,7.37,3.81,7.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-03,142.05,29182.96,12.09,82.98,7.43,High,0.0,0.0,4.53,8.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-04,228.79,29411.75,15.22,77.61,3.38,Medium,0.0,0.0,5.49,9.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-05,220.73,29632.49,15.61,33.32,1.48,Low,1.0,6.13,4.59,10.0,27694.33,EMERGENCY,1,BRAKE,,NORMAL
VH-011,2024-02-06,190.11,29822.59,11.26,60.96,4.49,Medium,1.0,5.59,4.25,11.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-07,174.43,29997.03,11.5,59.97,0.0,Low,0.0,0.0,2.46,12.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-08,174.61,30171.64,14.32,70.24,3.55,Medium,0.0,0.0,4.72,13.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-09,189.53,30361.16,13.88,84.9,4.94,Medium,0.0,0.0,9.01,14.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-10,175.75,30536.91,12.22,49.05,4.5,Medium,2.0,2.9,5.74,15.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-11,141.88,30678.79,13.59,69.87,4.53,Medium,0.0,0.0,3.33,16.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-12,200.12,30878.91,12.59,67.78,4.24,Medium,0.0,0.0,5.19,17.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-13,141.67,31020.58,14.2,44.96,5.79,Medium,1.0,6.08,5.24,18.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-14,158.76,31179.34,18.76,97.35,2.17,Low,1.0,1.2,4.8,19.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-15,229.96,31409.3,11.84,66.95,6.55,Medium,0.0,0.0,5.33,20.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-16,233.6,31642.9,10.93,64.96,4.89,Medium,0.0,0.0,7.78,21.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-17,163.42,31806.32,11.65,,8.03,High,1.0,5.12,5.77,22.0,27694.33,EMERGENCY,0,,MISSING_LOAD,NORMAL
VH-011,2024-02-18,181.78,31988.1,,66.58,6.85,High,0.0,0.0,2.49,23.0,27694.33,EMERGENCY,0,,MISSING_ENGINE_HOURS,NORMAL
VH-011,2024-02-19,202.63,32190.73,13.88,82.8,4.56,Medium,0.0,0.0,4.17,24.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-20,198.8,32389.54,10.38,55.64,5.45,Medium,1.0,4.19,5.75,25.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-21,270.66,32660.2,15.06,64.12,3.8,Medium,1.0,0.0,6.13,26.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-22,142.4,32802.6,14.49,69.27,6.32,Medium,0.0,0.0,4.67,27.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-23,153.26,32955.87,13.98,97.03,7.5,High,1.0,3.97,4.6,28.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-24,191.4,33147.27,18.61,83.8,3.06,Low,1.0,4.49,6.99,29.0,27694.33,EMERGENCY,0,,,NORMAL
VH-011,2024-02-25,176.6,33323.87,12.89,53.02,7.36,High,0.0,0.0,4.49,30.0,33323.87,MINOR,0,,,NORMAL
VH-011,2024-02-26,159.5,33483.37,18.19,80.23,2.46,Low,0.0,0.0,5.44,1.0,33323.87,MINOR,0,,,NORMAL
VH-011,2024-02-27,165.02,33648.39,15.66,57.82,4.66,Medium,,0.0,5.09,2.0,33648.39,EMERGENCY,0,,MISSING_FAULT_INFO,NORMAL
VH-011,2024-02-28,181.75,33830.14,17.7,45.73,4.61,Medium,,2.96,4.47,1.0,33648.39,EMERGENCY,0,,MISSING_FAULT_INFO,NORMAL
VH-011,2024-02-29,150.64,33980.78,13.37,79.76,5.79,Medium,0.0,0.0,5.21,2.0,33648.39,EMERGENCY,0,,,NORMAL
VH-011,2024-03-01,153.54,34134.32,12.47,78.02,2.94,Low,0.0,0.0,5.31,3.0,33648.39,EMERGENCY,0,,,NORMAL
VH-011,2024-03-02,198.02,34332.34,21.41,88.49,7.6,High,0.0,0.0,6.61,4.0,33648.39,EMERGENCY,0,,,NORMAL
VH-011,2024-03-03,146.41,34478.75,17.51,88.43,6.24,Medium,0.0,0.0,6.1,5.0,33648.39,EMERGENCY,1,DRIVETRAIN,,NORMAL
VH-011,2024-03-04,161.36,34640.1,17.37,100.0,2.1,Low,0.0,0.0,5.31,6.0,33648.39,EMERGENCY,0,,,NORMAL
VH-011,2024-03-05,171.14,34811.24,11.82,63.07,4.65,Medium,1.0,1.89,3.12,7.0,33648.39,EMERGENCY,0,,,NORMAL
VH-011,2024-03-06,180.45,34991.7,16.48,74.08,7.84,High,0.0,0.0,6.28,8.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-07,106.34,35098.04,14.2,54.02,5.91,Medium,0.0,0.0,4.94,1.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-08,254.4,35352.44,12.57,75.68,3.68,Medium,0.0,0.0,5.98,2.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-09,269.49,35621.93,12.31,73.54,6.49,Medium,1.0,4.36,6.34,3.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-10,146.75,35768.68,14.14,50.09,0.4,Low,1.0,3.0,4.02,4.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-11,147.09,35915.76,10.86,58.27,2.72,Low,0.0,0.0,5.05,5.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-12,186.98,36102.75,11.09,69.58,5.72,Medium,1.0,3.42,7.06,6.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-13,192.46,36295.21,14.32,80.47,4.78,Medium,0.0,0.0,8.46,7.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-14,167.22,36462.43,15.37,68.77,7.03,High,0.0,0.0,5.77,8.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-15,123.32,36585.75,17.82,87.82,1.74,Low,1.0,2.46,5.31,9.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-16,9.72,36595.47,12.39,73.83,4.53,Medium,0.0,0.0,4.03,10.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-17,162.84,36758.31,14.48,84.59,5.8,Medium,0.0,0.0,2.15,11.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-18,154.05,36797.09627399862,12.89,63.19,5.61,Medium,0.0,0.0,4.02,12.0,34991.7,EMERGENCY,0,,INVALID_MILEAGE,NORMAL
VH-011,2024-03-19,160.65,37073.01,15.48,35.1,6.48,Medium,2.0,3.26,4.58,13.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-20,224.25,37297.27,15.32,67.14,1.32,Low,0.0,0.0,3.58,14.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-21,138.29,37435.56,8.61,53.54,3.99,Medium,1.0,5.98,4.86,15.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-22,169.66,37605.22,14.68,74.05,1.33,Low,0.0,0.0,6.7,16.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-23,144.79,37750.01,13.31,80.75,4.83,Medium,1.0,4.66,4.94,17.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-24,176.11,37926.12,17.99,92.8,3.78,Medium,2.0,5.21,5.45,18.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-25,123.66,38049.79,13.24,80.42,5.48,Medium,1.0,0.73,4.48,19.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-26,164.55,38214.34,14.19,42.09,3.37,Medium,0.0,0.0,7.27,20.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-27,223.24,38437.57,12.78,59.04,4.47,Medium,2.0,7.01,6.16,21.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-28,161.08,38598.65,15.17,73.98,6.07,Medium,1.0,2.29,7.13,22.0,34991.7,EMERGENCY,0,,,NORMAL
VH-011,2024-03-29,174.27,38772.93,18.37,89.36,6.9,High,0.0,0.0,3.44,23.0,38772.93,EMERGENCY,0,,,NORMAL
VH-011,2024-03-30,189.27,38962.19,16.97,50.5,0.03,Low,0.0,0.0,3.97,1.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-03-31,174.1,39136.3,14.42,41.69,2.86,Low,0.0,0.0,5.64,1.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-01,169.54,39305.84,15.86,62.7,7.06,High,0.0,0.0,6.72,2.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-02,147.87,39453.71,17.57,69.1,2.84,Low,0.0,0.0,3.53,3.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-03,198.52,39652.23,14.88,69.59,2.4,Low,1.0,3.49,3.71,4.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-04,175.11,39827.34,12.29,72.95,3.09,Low,0.0,0.0,4.58,5.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-05,133.95,39961.29,12.51,32.13,1.87,Low,0.0,0.0,0.0,6.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-06,163.09,40124.39,15.32,63.72,5.83,Medium,0.0,0.0,6.44,7.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-07,138.82,40263.2,15.92,89.98,4.58,Medium,0.0,0.0,5.86,8.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-08,131.42,40394.62,14.24,52.01,4.4,Medium,0.0,0.0,4.58,9.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-09,167.59,40562.21,14.25,50.84,7.6,High,1.0,5.21,5.96,10.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-10,200.39,40762.59,14.91,56.1,7.68,High,1.0,6.26,5.99,11.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-11,144.8,40907.39,15.66,51.59,0.32,Low,0.0,0.0,3.14,12.0,38962.19,EMERGENCY,0,,,NORMAL
VH-011,2024-04-12,222.19,41129.57,15.38,81.57,5.77,Medium,0.0,0.0,3.31,13.0,38962.19,EMERGENCY,0,,,NORMAL
